;Bankrupt?; Operating Expense Rate; Research and development expense rate; Interest-bearing debt interest rate; Tax rate (A); Revenue Per Share (Yuan ¥); Total Asset Growth Rate; Net Value Growth Rate; Current Ratio; Quick Ratio; Total debt/Total net worth; Total Asset Turnover; Accounts Receivable Turnover; Average Collection Days; Inventory Turnover Rate (times); Fixed Assets Turnover Frequency; Revenue per person; Allocation rate per person; Quick Assets/Total Assets; Current Assets/Total Assets; Cash/Total Assets; Quick Assets/Current Liability; Cash/Current Liability; Inventory/Current Liability; Current Liabilities/Liability; Long-term Liability to Current Assets; Current Asset Turnover Rate; Quick Asset Turnover Rate; Cash Turnover Rate; Fixed Assets to Assets; Total assets to GNP price
10;0;0.0003181159947357;1900000000.0;0.0005490549054905;0.0;0.015533070163498;747000000.0;0.0004485550189975;0.0060973288694887;0.0034492137738977;0.0049325636746641;0.0764617691154423;0.0019396792225051;0.0032585166747076;0.0001562977384022;0.0001747509798537;0.0138948048705257;0.010748685957007;0.059900571208539;0.101745230207494;0.0020568362370428;0.0036260432811753;0.0003358964624396;0.0067350410898377;0.283194069051107;0.0641265281527166;4760000000.0;2920000000.0;308000000.0;0.225490748514615;0.0769722571664823
11;0;0.000476653627881;1210000000.0;0.0007030703070307;0.0;0.0114191508991636;5730000000.0;0.0004550681127365;0.0086289902371599;0.0051229776652646;0.0042923973408475;0.0629685157421289;0.0008075233583232;0.0078380305443242;655000000.0;0.0001066661825081;0.0104255100392168;0.0128583726771745;0.140018106088927;0.218942636086665;0.0205422288308614;0.0054156757117328;0.0022537354878338;0.0086499397602957;0.471028430312306;0.0178464059959841;0.0001276005861879;8360000000.0;337000000.0;0.328376158606439;0.0073178811657058
12;0;0.0001571499952184;0.0;0.0005760576057605;0.185241421196477;0.0246381414764735;7220000000.0;0.0004429652373977;0.0066308685464319;0.004029385379925;0.0087343492098231;0.124437781109445;0.0011341848173434;0.0055751717424439;0.0001005044136914;0.0002140888627645;0.0353245303526578;0.0210172990591507;0.215491645252678;0.340940212589294;0.0582180014761003;0.0040893833718644;0.0032200408294524;0.0069160662683973;0.624506351146433;0.0095131798604985;0.0001076228802548;6910000000.0;5330000000.0;0.283665961816029;0.008232490111815
13;0;0.0001137863100036;917000000.0;0.0007090709070907;0.0;0.0257119954020902;6160000000.0;0.0004420918340228;0.0101004365040983;0.0064467670717054;0.0051550716311474;0.145427286356822;0.0012376614285859;0.0051123530742858;0.000106618750646;0.0001792899663434;0.0261181205293539;0.0181918509052849;0.248973744657195;0.371121251102901;0.0741698566235507;0.00659076631968;0.0056636431787699;0.0094136616854057;0.607048583488929;0.004786619061247;9230000000.0;6330000000.0;5470000000.0;0.412271983710146;0.0052622229684534
14;0;9370000000.0;0.0;0.0009100910091009;0.0;0.0185882602053935;723000000.0;0.0004737339905785;0.0188592235281637;0.01202327673437;0.0039832571881924;0.101949025487256;0.0010023028618384;0.0063052639219185;0.000123624250301;9460000000.0;0.0259477402582142;0.0384491560825874;0.203548425267157;0.274142529035476;0.021194016958275;0.0136031943202869;0.0040087963146452;0.0139167657412173;0.280611027534666;0.0226820286711224;0.0001061919933769;8160000000.0;2370000000.0;0.57759008455658;0.0039539229308491
15;0;0.0003237821829371;79800000.0;0.0004790479047904;0.258730640753113;0.0238214075048777;830000000.0;0.000469242201793;0.0113310098876447;0.0070631214230549;0.0046115685899014;0.148425787106447;0.0011483874894748;0.0055042972969511;8940000000.0;0.0003056250903069;0.0276956068328364;0.0134610397832168;0.216980303290315;0.320023003291211;0.0037668242316719;0.0074797373670927;0.0003719079468762;0.0102946982437176;0.500719749338075;0.0163230488730028;8710000000.0;6060000000.0;306000000.0;0.26144632645713;0.0065903461441656
16;0;0.000179814748024;849000000.0;0.0005230523052305;0.0294564227148497;0.003478681730871;7030000000.0;0.0004585617262363;0.0062177653111846;0.004346296321712;0.0023974320393219;0.0194902548725637;0.0013086747892424;0.0048331248372236;6520000000.0;5600000000.0;0.0150140269964602;0.0339904750449324;0.0961439619254792;0.126506170778473;0.0528667007517992;0.0046765166346533;0.0071649135908568;0.0043342328312609;0.576942580296762;0.0174691601196355;0.000272167668023;0.0002135963267975;0.0002950441001046;0.176992241780613;0.0136106545588463
17;0;0.000248734098392;0.0;0.0006370637063706;0.217430914060128;0.0257573695116233;6960000000.0;0.0004717625943893;0.016156579854665;0.0073831515670247;0.0033239405794326;0.125937031484258;0.0012336035222626;0.0051260156179952;6900000000.0;0.0002284623199819;0.0164035074835128;0.0071214744162787;0.239670321306781;0.380520031394388;0.013907170944156;0.0098850749242282;0.0016393357266088;0.0165386276180905;0.52277308137069;0.0102426745166861;0.0001181152415465;7550000000.0;1240000000.0;0.212349965170013;0.0027463052778231
18;0;5630000000.0;119000000.0;0.0006190619061906;0.0955562303876911;0.0529818352314836;6340000000.0;0.0004610322100683;0.0072199462716185;0.0041722448399038;0.0083549913823762;0.229385307346327;0.0020553295527172;0.0030774879705572;0.0002770558932559;0.000199715405547;0.104918995931437;0.066652217400271;0.221159767708384;0.338067680673366;0.0128012850229898;0.0046074720240938;0.0007745714081234;0.007098870050023;0.582704721060367;0.0184786263384258;475000000.0;319000000.0;603000000.0;0.588536991728379;0.0042383947829724
19;0;0.0006113701432817;0.0;0.0005500550055005;0.441643891082093;0.0200553564136304;6250000000.0;0.0004455604931405;0.0133584606600291;0.0082003825389557;0.0032537229046407;0.118440779610195;0.0011646191147677;0.0054342767604401;40300000.0;0.0001369260924394;0.00487346327277;0.0045963545325215;0.249596685704849;0.386907211402535;0.0935031388966463;0.0083714693319061;0.0090001659796179;0.013225565351337;0.653827592477841;0.0017722279173155;0.0001226908525316;8050000000.0;8490000000.0;0.453055476663582;0.0015213773636788
20;0;0.0003630985908652;1040000000.0;0.0;0.261058811620609;0.0122661342771148;6460000000.0;0.0004456104019047;0.0267194174121142;0.0228525228731096;0.0044246254297412;0.0539730134932534;0.0018159130796465;0.0034839486459138;0.0001419672611649;9000000000.0;0.0182953160113391;0.0265124770437364;0.15705007302827;0.176667365155895;0.0319240864779537;0.0230002873639263;0.0130333306319023;0.0099482316287081;0.112001615603015;0.0;0.0001282237922008;0.0001189628412977;6460000000.0;0.312307507929358;0.0140393835372133
21;0;0.0001609659995173;1190000000.0;0.0007750775077507;0.208928029152748;0.0378722567569611;6560000000.0;0.0004663974022288;0.0157590771947669;0.0129315884100428;0.0047282940752697;0.173913043478261;0.0007628863887677;0.0082820632148819;0.0001561066653724;0.0003094075790483;0.0258919260314616;0.010574621220708;0.488012594731999;0.571438389706849;0.139413215037929;0.0130115347564767;0.0107444011582479;0.0074453899638677;0.635653532394906;0.0;0.0001256957025446;0.0001112446722149;8810000000.0;0.282147476190727;0.0009354776039944
22;0;0.0003166127203149;0.0;0.0007530753075307;0.0055673651179269;0.0325029871288776;5750000000.0;0.0004669713530181;0.0071625361543333;0.0050506121746204;0.008955945248452;0.125937031484258;0.0014385277915859;0.0043984851654662;0.0001379547275384;0.0001021271960184;0.0063598842589192;0.0077242420506122;0.230240982595654;0.297345665999025;0.038272302580135;0.0054178885885893;0.0026054898883075;0.0048589567889404;0.497860569517627;0.0234307439275479;8150000000.0;6590000000.0;3150000000.0;0.64345360540442;0.0018297581082122
23;0;0.0001717201934506;0.0;0.0006450645064506;0.417653608664845;0.0326542341606546;6900000000.0;0.000443189826837;0.0051662865326473;0.0045633927936448;0.017036449356642;0.0824587706146927;0.0011625901616061;0.0054368384873856;0.0001471262329703;0.0001059096847598;0.0144176960474715;0.0199494372853501;0.387480963136447;0.419117901368043;0.207866389543797;0.0046903621331493;0.0074057206818274;0.0015866514008089;0.734713579042756;0.0102876909592216;0.0002071654575959;0.0001968574595429;0.0002812961646724;0.44612495011706;0.0187531730574311
24;0;94100000.0;0.0;0.0007620762076207;0.306913655228262;0.0623289017953023;6140000000.0;0.0004575385965685;0.0057160508079538;0.0042708116288848;0.0174112475948167;0.184407796101949;0.0008623050936869;0.0073273929731829;0.0001450244296422;0.0001868549438262;0.0285651337338249;0.0200503174256192;0.345390361298564;0.456763728267354;0.017860838627217;0.0042212378924286;0.0006434377317955;0.0042158289534332;0.720920345125636;0.0123261709166218;8830000000.0;6920000000.0;1030000000.0;0.529125895813831;0.0008303787948983
25;0;0.0003359240147973;1240000000.0;0.0007390739073907;0.0;0.0076984739174493;5490000000.0;0.0003974983531355;0.006329465430685;0.0043481678430217;0.0089842147019396;0.0419790104947526;0.0008075233583232;0.0078235140916329;6740000000.0;6200000000.0;0.0091300324603792;0.0190499603993929;0.102841764045272;0.149192509106294;0.0149537656982419;0.0043170974624486;0.0017621484251645;0.0055510370604689;0.280213728559056;0.0468582224978654;0.0001308756292485;9360000000.0;3630000000.0;0.375466283657815;0.0058869342713454
26;0;0.0003980208120249;900000000.0;0.0006910691069106;0.23109626480413;0.0204637233994283;6580000000.0;0.0004541697549794;0.0055637891925454;0.0046288960394866;0.0041382832234472;0.109445277361319;0.0011118663325657;0.005687887728047;0.0002466752815126;953000000.0;0.007725864018918;0.0113000333703663;0.180028691759619;0.19675906356146;0.026006422332886;0.0050032833445866;0.0020781549539;0.0018043577395338;0.669032963521133;0.0097970861017922;6370000000.0;6300000000.0;2610000000.0;0.63609965730605;0.0011928328959783
27;0;0.0001157521304;1440000000.0;0.001063106310631;0.213786820528394;0.0232617934873028;6640000000.0;0.000458861178822;0.0218807429618004;0.012717611140293;0.0012757730783611;0.148425787106447;0.0013188195550505;0.004792991115077;896000000.0;0.0001603775226363;0.0223521290189915;0.0195770302304154;0.2805693602623;0.442775457181807;0.10629600428011;0.0134375397941105;0.0145500592102375;0.0221415146711402;0.936614641320604;0.0;0.0001127966972581;7240000000.0;7840000000.0;0.517946678186839;0.000703130976427
28;0;0.0001259281418637;577000000.0;0.0008220822082208;0.196376151432331;0.0192839965515677;5980000000.0;0.0004609823013041;0.0155999513262049;0.0078934530441541;0.0039786975989202;0.103448275862069;0.0007385389508283;0.0085595836339804;6020000000.0;0.0001339001014463;0.0129900268789566;0.0108196589306293;0.219245900902923;0.407488216861785;0.0079912289210366;0.0081632017521149;0.0008509429954966;0.0195472796094856;0.511606556251433;0.0069329383688421;0.0001489975480079;8030000000.0;821000000.0;0.353769066082734;0.0012253108442758
29;1;8480000000.0;50900000.0;0.0008420842084208;0.0;0.060529062117156;654000000.0;0.0004179859008739;0.0042920302900771;0.0019339053534243;0.0259513583016442;0.214392803598201;0.0027147393302425;0.0023286097934821;0.0001284010760468;0.0003843008561285;0.0544453094017596;0.0179945138695616;0.316573275042899;0.469679801466946;0.0082664170023762;0.0028266698933731;0.0002211740076755;0.0041391278877857;0.86521574848973;0.0015541133461602;788000000.0;5430000000.0;423000000.0;0.282042669898768;0.0030106087444667
30;1;0.0001624692739381;0.0;0.0009430943094309;0.0;0.0135819834535747;6430000000.0;0.0004178112201989;0.0021235503165356;0.0013886688118459;0.030692419226876;0.0644677661169415;0.0013451959461515;0.0046982072180926;0.0001161724021376;4840000000.0;0.012308505794398;0.031878626966503;0.105993835359631;0.172224524669076;0.0110609135539858;0.0013055639585237;0.0004156641765213;0.002469445918952;0.586269036860146;0.027677718850612;0.0001014549478509;6420000000.0;1870000000.0;0.669737403553366;0.0016307202591842
31;0;0.0003602076785175;1120000000.0;0.0008270827082708;0.0;0.0290696795075397;567000000.0;0.0004442129565048;0.0033584918611798;0.0024735273310733;0.0214911680755798;0.103448275862069;0.0014770779016566;0.0042797918169902;0.0001643228056552;0.0001460040654188;0.0121851269773659;0.0106029701988404;0.227059468793968;0.269992608454684;0.0230705196812938;0.0028038499096387;0.0008464738411299;0.0017896525908828;0.660830814686344;0.0042275251592367;9210000000.0;8130000000.0;2320000000.0;0.378040022461874;0.0152524732672987
32;0;9040000000.0;67900000.0;0.0006720672067206;0.0770320882680433;0.044133883872529;6960000000.0;0.0004503018257474;0.0087007528837663;0.0066925602037213;0.0059730619465798;0.220389805097451;0.0013086747892424;0.0048339787462054;0.0002753362359874;0.000500045011616;0.0303218130810922;0.0084933337428185;0.341625720984683;0.408880088990863;0.0064300361047499;0.0070725520714461;0.0003863635065499;0.0045581961150968;0.708765824004924;0.00858359996019;6620000000.0;5880000000.0;326000000.0;0.240775845864877;0.0097736768670125
33;0;0.0001837463888168;0.0;0.0007280728072807;0.0399838040287478;0.0250616331654491;6760000000.0;0.0004520985412616;0.0113859239128739;0.0096801320545436;0.0024494113570249;0.137931034482759;0.0011057794730808;0.0057194823603752;0.0002976917804777;0.0002284623199819;0.0159511184877282;0.0089628511271005;0.344784957906184;0.380131167921649;0.109941900294968;0.0100196415516693;0.0092128570449155;0.003881258509637;0.928238938394873;0.0;0.0001048879990929;9980000000.0;8840000000.0;0.304841377324887;0.000784802349315
34;0;6190000000.0;0.0;0.0006860686068606;0.09383540844215;0.0803272985767654;6140000000.0;0.0004332579827446;0.0108211830852322;0.0070949372853209;0.0066095806089787;0.389805097451274;0.0014162093068081;0.004464236157068;0.0002533628375567;0.0008102090884126;0.0330097087378641;0.0051042234599153;0.480039533209685;0.622632302100483;0.0096402782067215;0.0080840525270338;0.0004727246860561;0.0074194482452691;0.821980677710272;0.0028954007971214;5130000000.0;4190000000.0;264000000.0;0.246535178369813;0.0051235677568077
35;0;0.0003272512777543;1380000000.0;0.0005960596059605;0.0;0.0154271972412541;751000000.0;0.0004516992711473;0.0066221322242364;0.0041298236902158;0.0064727929308127;0.0719640179910045;0.0019924320047071;0.0031731257765234;0.0001710103616993;0.000170211993364;0.0155721692639866;0.0123923235189406;0.0608876809005015;0.0916433790929991;0.0018181743170278;0.0044229311694658;0.0003541448892364;0.0060324221732609;0.197133509129488;0.101679046719901;4540000000.0;3230000000.0;28900000.0;0.218217119536806;0.0800057949013428
36;0;0.0004354870360504;1090000000.0;0.0005880588058805;0.0;0.0112527791642089;7460000000.0;0.0004155653258061;0.0060998249615445;0.0034616905826295;0.0081270119187663;0.0644677661169415;0.0010367950655859;0.0061020335842402;5270000000.0;0.0001051531870115;0.0103638206307008;0.0131950419245699;0.124182431795229;0.218097184329813;0.0346499478819115;0.003419308113491;0.0027354284465611;0.007275602289193;0.449342593199859;0.0315335463618526;0.0001404661904311;8150000000.0;6210000000.0;0.309750772641902;0.0075629578590871
37;0;0.0001665165512248;0.0;0.0006120612061206;0.544893207814556;0.0212048338551356;6180000000.0;0.0004341064317374;0.0094932621115066;0.0057655333149508;0.0090398416910604;0.103448275862069;0.0009312895011818;0.0067945537685138;812000000.0;0.0001671860023708;0.0313352819352849;0.0269333889991991;0.216373510089742;0.336908310622664;0.042104212625443;0.0059398977684853;0.0033286712192386;0.0095270897868625;0.424410306505427;0.016531425239152;0.0001220133306802;7980000000.0;4360000000.0;0.362534211015486;0.0073075664727595
38;0;0.0001102015786925;849000000.0;0.0007930793079307;0.0;0.0251977554940484;6050000000.0;0.0004481807032653;0.0191656188280224;0.0115135990976772;0.0043589673442216;0.146926536731634;0.0011869375995455;0.0053258303197462;0.0001209492278834;0.0001868549438262;0.026544071207203;0.0179017765208837;0.235861817931458;0.372859121752647;0.0551630215497877;0.0117748779179455;0.0078461916760514;0.0194257717749564;0.355819644436988;0.0099565371612063;9030000000.0;5800000000.0;3970000000.0;0.408581394140755;0.0045933953106662
39;0;9340000000.0;0.0;0.0007970797079707;0.0;0.015533070163498;5990000000.0;0.0004433145987477;0.0168698381596313;0.0120837892567191;0.0034032774327688;0.088455772113943;0.0009272315948586;0.0068167554020417;0.0001513298396266;8090000000.0;0.0228985209229911;0.0347797729236799;0.23381083214508;0.282635083205968;0.0254344315057528;0.0135307154030129;0.0041850225889286;0.0089703619719112;0.363594537774716;0.0168205741253573;0.0001188481485883;0.0001021656914615;3050000000.0;0.552258080434942;0.0034249823452305
40;0;0.0003420527489743;1040000000.0;0.0004940494049404;0.302560987954246;0.0226416806570171;7940000000.0;0.0004632281956968;0.0084817208058633;0.005322606604973;0.0061454144210689;0.122938530734633;0.0010591135503636;0.0059671159651092;8410000000.0;0.000231488310975;0.0266204485701276;0.0169691252988141;0.190353483258559;0.279577582374563;0.0042335068496626;0.0056405370664746;0.0003601673881329;0.0076892904741034;0.487333299815206;0.0228518396585358;908000000.0;6360000000.0;406000000.0;0.290158934232348;0.007173154537515
41;0;0.0001714889204627;968000000.0;0.0005600560056005;0.0;0.003629928762648;7220000000.0;0.0004615312977112;0.0053977990708297;0.003651961915789;0.0027904686345854;0.0194902548725637;0.0013654854777677;0.0046333101354726;6520000000.0;6660000000.0;0.0157895509892337;0.0289445579939419;0.114648343387795;0.142535793554366;0.054515238146905;0.0042901334384058;0.0057674709439315;0.0032163598711825;0.663763741298912;0.0137246049020913;0.0003105668403292;0.0002567235366827;0.0003079454442641;0.14159093364354;0.0136977035540702
42;0;0.0002856221399481;0.0;0.0005930593059305;0.235752606539123;0.022142565452153;6770000000.0;0.0004472074823618;0.0116854549595789;0.0055652805348059;0.0037954021101779;0.107946026986507;0.0010936057541111;0.005785233351977;6130000000.0;0.0002836866556066;0.0140387468237299;0.0060780912813974;0.246683998864415;0.37863207298248;0.0496652613597867;0.0073999847084172;0.0042850393958995;0.0114147835724283;0.656217026557395;0.0080202762242069;0.0001385705476608;9180000000.0;5130000000.0;0.182692607961917;0.0026231543818233
43;0;4980000000.0;119000000.0;0.0006540654065406;0.122178358133414;0.0544943055492536;6830000000.0;0.0004640766446896;0.006009965647533;0.0032371080254576;0.0079829288977648;0.230884557721139;0.0021709798829294;0.0029126835370617;0.0001989070240547;0.0002140888627645;0.110150845291776;0.0649509268633057;0.207999270235057;0.340455975605362;0.0185521711493699;0.0035836991565137;0.0009355973381609;0.0066197739048239;0.719487797883057;0.0120501666287036;4950000000.0;3050000000.0;895000000.0;0.533104546174003;0.0040763083198197
44;0;0.0005824610198051;0.0;0.0005660566056605;0.390120457536188;0.0208115915725154;7160000000.0;0.0004517990886759;0.0104361608856135;0.0068541348767977;0.0040790085629086;0.12743628185907;0.0011707059742525;0.0054001204011664;4780000000.0;0.0001467605631671;0.005278850814447;0.0048284743570172;0.267970698532999;0.389212968136995;0.084808266089528;0.0069834558381111;0.0063796417146347;0.009266054119749;0.718722702104581;0.0022586255564418;0.0001214255979132;8550000000.0;7580000000.0;0.446059811121231;0.0015211125896995
45;0;0.0003628673178774;1100000000.0;0.0;0.21662111549752;0.0116157720404737;6440000000.0;0.0004489293347296;0.0212592160398876;0.0177488842613792;0.0042823662444487;0.0524737631184408;0.0017875077353839;0.003536891002788;0.000164513878685;8930000000.0;0.0190209009591234;0.0275443999534152;0.105126037862528;0.121528692745422;0.0080478871851381;0.0179051616122148;0.0037460933578421;0.0090080541675051;0.0986327118684636;0.0;8630000000.0;7930000000.0;1650000000.0;0.308787396718694;0.012883193682767
46;0;0.0001653601862857;107000000.0;0.001071107110711;0.295880149812734;0.041260190268766;6720000000.0;0.0004563158318435;0.0166988558538039;0.0143832651059843;0.0046535168112056;0.191904047976012;0.0008379576557475;0.0075408702186433;0.0002245108100521;0.0003684144034145;0.0299164255394151;0.0103223957379624;0.552129742022005;0.59773092643888;0.13360493953662;0.0149023469356967;0.0104250347043708;0.0049893844975482;0.634136151032032;0.0;0.0001187359379074;0.0001145037933151;7670000000.0;0.262170882467821;0.000886673592217
47;0;0.0003056272533939;0.0;0.0007500750075007;0.28100010122482;0.0327147329733654;6430000000.0;0.0004535958041901;0.007109494198146;0.0050687035472814;0.0084224733036048;0.131934032983508;0.0013289643208586;0.0047596886647852;0.000128210003017;0.0001081791780046;0.0065978291203384;0.0077808394785858;0.24245757112442;0.318155893199506;0.0513904535216174;0.0052902557072707;0.0032513758992362;0.0050513337176799;0.554221508131067;0.0179079946382758;8780000000.0;6960000000.0;4220000000.0;0.626178519118108;0.0016752114957129
48;0;0.0002124242393055;0.0;0.0006550655065506;0.250126531025407;0.0309451427015745;7210000000.0;0.0004491539241689;0.0053129319409299;0.0044055611631879;0.0192286998787149;0.0719640179910045;0.0009759264707374;0.0064794613542142;0.0001503744744775;8620000000.0;0.0141680008225254;0.021688174610806;0.419257559732618;0.447963129590616;0.0998626798716401;0.0048801928181661;0.0034215819092878;0.0014749955580855;0.733957296816041;0.010178969917791;0.00026081443129;0.0002497808113696;0.0001571179863992;0.424469763532501;0.0188585310063337
49;0;0.0001140175829914;815000000.0;0.0008010801080108;0.244255491446503;0.0496090264228565;6000000000.0;0.0004553176565579;0.0055300919497911;0.00420218918086;0.0150913285731221;0.160419790104948;0.0007060757002424;0.0089481122207183;0.0001465530138808;0.0001535690429017;0.0241440594568394;0.020451927949162;0.35218295001917;0.447641680722362;0.0086393366342862;0.004254190137295;0.0003076468426856;0.003649804469012;0.768376915091489;0.0096736935365059;0.0001003075568034;8180000000.0;569000000.0;0.561131281739441;0.0007170984412459
50;0;0.0003396243826023;165000000.0;0.0006760676067606;0.0;0.0079404691682925;6400000000.0;0.000432808803866;0.0039475695863663;0.002901481870573;0.0099316973527024;0.0464767616191904;0.0008724498594949;0.0072471255288898;8330000000.0;6430000000.0;0.009329788640336;0.0187276164335005;0.0954866457278361;0.13119468706484;0.0141886825126497;0.0028648996022141;0.0012110417308458;0.0031516348605918;0.373856584722936;0.0455951060292169;0.0001102851103033;8390000000.0;3340000000.0;0.371978607127706;0.0053759036818032
51;0;0.000362173498914;866000000.0;0.0007980798079807;0.353983196679826;0.019873859975498;6410000000.0;0.0004458849001083;0.004952246638856;0.0042608301818993;0.0041091018521051;0.104947526236882;0.0011747638805758;0.0053813344035659;0.0003326581449369;8850000000.0;0.008007872743563;0.0113116946521513;0.187122294852549;0.198492061545837;0.033585920598103;0.0045993066779543;0.0023837862845473;0.0012685510217176;0.758933046487443;0.0037385485980368;6680000000.0;6810000000.0;3470000000.0;0.595635711453561;0.0010882061541666
52;0;0.0001217652280831;1770000000.0;0.0009430943094309;0.285453993319162;0.0201914787422297;7480000000.0;0.0004616061608576;0.014818674512716;0.0104212544932107;0.001949680372792;0.136431784107946;0.0010509977377172;0.0060149348680924;9520000000.0;0.0001512995496568;0.0231452785570554;0.0192829849785098;0.327415425269822;0.430009878639128;0.114842024278821;0.0109311577451881;0.011028813959627;0.0103872518804945;0.961793728809588;0.0;0.0001267222012663;9930000000.0;9670000000.0;0.431696603138509;0.0007294966190284
